id,date,element,value,mflag,qflag,sflag,time
USC00026117,7/3/2015,PRCP,0,,,7,1000
USC00044025,8/30/2015,PRCP,0,,,7,0830
USC00047248,10/14/2015,PRCP,0,,,7,2000
USC00049099,5/13/2015,PRCP,0,,,7,1530
USC00049099,10/12/2015,PRCP,0,,,7,1530
USC00055970,4/11/2015,PRCP,0,,,7,0630
USC00057317,8/7/2015,PRCP,0,,,7,2000
USC00083153,7/13/2015,PRCP,0,,,7,1900
USC00087025,2/16/2015,PRCP,0,,,7,1400
USC00087025,1/28/2015,PRCP,0,,,7,1400
USC00087025,7/4/2015,PRCP,0,,,7,1400
USC00116200,11/3/2015,PRCP,0,,,7,0500
USC00117470,11/14/2015,PRCP,0,,,7,0630
USC00118293,1/12/2015,PRCP,0,T,,7,2100
USC00124613,7/13/2015,PRCP,0,,,7,0630
USC00133032,10/5/2015,PRCP,0,,,7,1030
USC00140447,9/16/2015,PRCP,0,,,7,0630
USC00141029,1/17/2015,PRCP,0,,,7,0500
USC00152442,2/8/2015,PRCP,0,,,7,1200
USC00153994,4/20/2015,PRCP,0,,,7,0630
USC00160021,11/6/2015,PRCP,0,,,7,1300
USC00196486,7/25/2015,PRCP,0,,,7,2100
USC00200361,5/9/2015,PRCP,0,,,7,0630
USC00201896,8/30/2015,PRCP,0,T,,7,0630
USC00215838,5/13/2015,PRCP,0,,,7,2230
USC00218421,8/25/2015,PRCP,0,,,7,1900
USC00220792,12/11/2015,PRCP,0,,,7,1900
USC00229743,2/27/2015,PRCP,0,,,7,0630
USC00230608,8/24/2015,PRCP,0,,,7,0500
USC00240780,3/11/2015,PRCP,0,,,7,1900
USC00243013,9/6/2015,PRCP,0,,,7,2200
USC00243530,10/14/2015,PRCP,0,,,7,1830
USC00244512,3/6/2015,PRCP,0,,,7,2300
USC00247967,11/15/2015,PRCP,0,,,7,1300
USC00255565,9/9/2015,PRCP,0,,,7,0830
USC00258480,6/6/2015,PRCP,0,,,7,0630
USC00260125,3/25/2015,PRCP,0,,,7,0830
USC00262780,1/19/2015,PRCP,0,,,7,1100
USC00290692,1/21/2015,PRCP,0,,,7,1630
USC00293577,3/17/2015,PRCP,0,,,7,1630
USC00305606,10/21/2015,PRCP,0,,,7,1500
USC00314788,11/5/2015,PRCP,0,,,7,0830
USC00328840,9/12/2015,PRCP,0,,,7,0500
USC00328840,11/19/2015,PRCP,0,,,7,0500
USC00353542,12/1/2015,PRCP,0,,,7,1900
USC00358246,5/24/2015,PRCP,0,,,7,0830
USC00358536,6/19/2015,PRCP,0,,,7,1830
USC00380490,12/28/2015,PRCP,0,,,7,0830
USC00380490,7/5/2015,PRCP,0,,,7,0830
USC00385290,2/16/2015,PRCP,0,,,7,0830
USC00394037,9/18/2015,PRCP,0,,,7,0630
USC00394834,3/25/2015,PRCP,0,,,7,1900
USC00395381,4/6/2015,PRCP,0,,,7,1900
USC00414810,10/27/2015,PRCP,0,,,7,0830
USC00416644,12/4/2015,PRCP,0,,,7,0830
USC00429383,6/19/2015,PRCP,0,,,7,1200
USC00474391,10/3/2015,PRCP,0,,,7,0530
USC00476510,4/4/2015,PRCP,0,,,7,0400
USC00477581,9/12/2015,PRCP,0,,,7,0630
USC00478987,2/12/2015,PRCP,0,T,,7,0830
USC00480140,2/28/2015,PRCP,0,T,,7,2000
USC00500247,10/27/2015,PRCP,0,,,7,1900
USC00500281,4/27/2015,PRCP,0,,,7,2200
USC00509793,3/11/2015,PRCP,0,,,7,2000
USC00050214,1/29/2015,SNWD,0,,,7,1900
USC00105708,3/7/2015,SNWD,0,,,7,1400
USC00123418,12/4/2015,SNWD,0,,,7,1900
USC00124613,1/1/2015,SNWD,0,,,7,0630
USC00135844,9/24/2015,SNWD,0,,,7,0500
USC00136199,4/30/2015,SNWD,0,,,7,0630
USC00202423,4/13/2015,SNWD,0,,,7,0830
USC00218215,10/24/2015,SNWD,0,,,7,0830
USC00240780,9/3/2015,SNWD,0,,,7,1900
USC00256200,3/18/2015,SNWD,0,,,7,0500
USC00258751,5/22/2015,SNWD,0,,,7,2200
USC00262296,5/30/2015,SNWD,0,,,7,2000
USC00265371,6/17/2015,SNWD,0,,,7,0530
USC00265818,2/4/2015,SNWD,0,,,7,2000
USC00300443,12/5/2015,SNWD,0,,,7,1500
USC00308132,8/16/2015,SNWD,0,,,7,1900
USC00332098,6/1/2015,SNWD,0,,,7,0830
USC00354835,4/19/2015,SNWD,0,,,7,1000
USC00415954,11/26/2015,SNWD,0,,,7,0630
USC00415954,10/24/2015,SNWD,0,,,7,0630
USC00437607,12/3/2015,SNWD,0,,,7,2100
USC00474391,9/17/2015,SNWD,0,,,7,0530
USC00477092,7/26/2015,SNWD,0,,,7,0830
USC00478987,11/6/2015,SNWD,0,,,7,0830
USC00508615,7/11/2015,SNWD,0,,,7,2000
USC00509793,10/27/2015,SNWD,0,,,7,2000
USC00333780,3/23/2015,TMAX,0,,,7,0830
USC00043855,1/11/2015,TMIN,0,,,7,0630
USC00305606,1/2/2015,TMIN,0,,,7,1500
USC00489580,12/9/2015,TMIN,0,,,7,1830
USC00506581,5/14/2015,TMIN,0,,,7,2300
USC00477226,4/4/2015,TOBS,0,,,7,0500
USC00448084,9/15/2015,WESD,0,,,7,1300
USC00010178,7/11/2015,PRCP,0,,,7,1000
USC00011490,12/20/2015,PRCP,0,,,7,0530
USC00013818,1/11/2015,PRCP,0,,,7,0500
USC00020288,9/17/2015,PRCP,0,,,7,1630
USC00027398,11/30/2015,PRCP,0,,,7,0830
USC00028012,5/19/2015,PRCP,0,,,7,1830
USC00029464,8/9/2015,PRCP,0,,,7,2100
USC00043855,7/9/2015,PRCP,0,,,7,0630
USC00043855,10/4/2015,PRCP,0,,,7,0630
USC00046027,7/24/2015,PRCP,0,,,7,1400
USC00053553,8/30/2015,PRCP,0,,,7,1630
USC00098666,5/30/2015,PRCP,0,,,7,0830
USC00123418,7/28/2015,PRCP,0,,,7,1900
USC00123858,10/4/2015,PRCP,0,,,7,0500
USC00135844,5/6/2015,PRCP,0,,,7,0500
USC00152442,10/7/2015,PRCP,0,,,7,1200
USC00153768,9/5/2015,PRCP,0,,,7,2300
USC00168861,3/7/2015,PRCP,0,,,7,0630
USC00200361,6/5/2015,PRCP,0,,,7,0630
USC00205690,4/6/2015,PRCP,0,,,7,0630
USC00210287,3/28/2015,PRCP,0,,,7,2100
USC00210746,10/2/2015,PRCP,0,,,7,1630
USC00211691,10/27/2015,PRCP,0,,,7,1830
USC00240780,1/29/2015,PRCP,0,,,7,1900
USC00243530,3/30/2015,PRCP,0,,,7,1830
USC00243749,3/15/2015,PRCP,0,,,7,1900
USC00245015,2/25/2015,PRCP,0,,,7,1400
USC00246157,5/18/2015,PRCP,0,,,7,1530
USC00247967,3/26/2015,PRCP,0,,,7,1300
USC00255565,12/27/2015,PRCP,0,,,7,0830
USC00265818,12/3/2015,PRCP,0,,,7,2000
USC00291910,12/25/2015,PRCP,0,,,7,2000
USC00297481,8/10/2015,PRCP,0,,,7,0630
USC00297585,6/27/2015,PRCP,0,,,7,0630
USC00298085,7/10/2015,PRCP,0,,,7,1900
USC00298085,12/21/2015,PRCP,0,,,7,1900
USC00325660,11/7/2015,PRCP,0,,,7,0630
USC00325730,12/3/2015,PRCP,0,,,7,1000
USC00326315,1/22/2015,PRCP,0,,,7,1900
USC00340260,9/5/2015,PRCP,0,,,7,0630
USC00351738,7/16/2015,PRCP,0,,,7,1000
USC00414020,2/18/2015,PRCP,0,,,7,1000
USC00414810,12/6/2015,PRCP,0,,,7,0830
USC00420730,12/4/2015,PRCP,0,,,7,1730
USC00421240,12/1/2015,PRCP,0,,,7,0830
USC00422726,5/12/2015,PRCP,0,,,7,0830
USC00426708,3/21/2015,PRCP,0,,,7,1900
USC00427714,8/27/2015,PRCP,0,,,7,2100
USC00470080,6/27/2015,PRCP,0,,,7,0630
USC00471064,11/10/2015,PRCP,0,,,7,0630
USC00472889,9/4/2015,PRCP,0,,,7,2100
USC00474108,4/28/2015,PRCP,0,,,7,0630
USC00474108,10/23/2015,PRCP,0,,,7,0630
USC00477745,11/21/2015,PRCP,0,,,7,1000
USC00478910,1/11/2015,PRCP,0,,,7,0630
USC00478987,11/25/2015,PRCP,0,,,7,0830
USC00482375,9/20/2015,PRCP,0,,,7,1900
USC00488192,8/15/2015,PRCP,0,,,7,0630
USC00500490,11/5/2015,PRCP,0,,,7,2000
USC00507738,2/24/2015,PRCP,0,,,7,1300
USC00021353,3/19/2015,SNWD,0,,,7,1900
USC00021353,5/9/2015,SNWD,0,,,7,1900
USC00032015,8/30/2015,SNWD,0,,,7,1300
USC00049490,10/23/2015,SNWD,0,,,7,2000
USC00058204,7/22/2015,SNWD,0,,,7,0830
USC00108022,6/5/2015,SNWD,0,,,7,1000
USC00123418,9/14/2015,SNWD,0,,,7,1900
USC00140693,9/20/2015,SNWD,0,,,7,0830
USC00202381,8/24/2015,SNWD,0,,,7,1500
USC00221962,9/16/2015,SNWD,0,,,7,0500
USC00252595,8/7/2015,SNWD,0,,,7,0830
USC00276800,8/31/2015,SNWD,0,,,7,0630
USC00276800,7/1/2015,SNWD,0,,,7,0630
USC00308132,6/15/2015,SNWD,0,,,7,1900
USC00394206,5/9/2015,SNWD,0,,,7,2100
USC00397742,7/1/2015,SNWD,0,,,7,2200
USC00426708,8/13/2015,SNWD,0,,,7,1900
USC00437607,1/6/2015,SNWD,0,,,7,2100
USC00470855,3/16/2015,SNWD,0,,,7,0830
USC00471064,5/29/2015,SNWD,0,,,7,0630
USC00477581,10/29/2015,SNWD,0,,,7,0630
USC00478987,9/16/2015,SNWD,0,,,7,0830
USC00502737,5/23/2015,SNWD,0,,,7,1000
USC00509793,4/14/2015,SNWD,0,T,,7,2000
USC00502568,6/8/2015,TMIN,0,,,7,1400
USC00010748,7/31/2015,PRCP,0,,,7,0630
USC00010748,9/24/2015,PRCP,0,,,7,0630
USC00018469,9/13/2015,PRCP,0,,,7,1930
USC00020586,5/10/2015,PRCP,0,,,7,0630
USC00026865,5/26/2015,PRCP,0,,,7,1900
USC00032015,2/15/2015,PRCP,0,,,7,1300
USC00036380,1/22/2015,PRCP,0,,,7,0530
USC00036768,9/30/2015,PRCP,0,,,7,0530
USC00036768,11/13/2015,PRCP,0,,,7,0530
USC00040943,6/15/2015,PRCP,0,,,7,1000
USC00047248,8/14/2015,PRCP,0,,,7,2000
USC00047306,2/13/2015,PRCP,0,,,7,1400
USC00048917,6/22/2015,PRCP,0,,,7,1500
USC00050756,11/14/2015,PRCP,0,,,7,0630
USC00053553,6/7/2015,PRCP,0,,,7,1630
USC00056520,2/9/2015,PRCP,0,,,7,0830
USC00067958,1/14/2015,PRCP,0,T,,7,0500
USC00083874,7/11/2015,PRCP,0,,,7,0500
USC00107346,5/12/2015,PRCP,0,,,7,2000
USC00108500,4/23/2015,PRCP,0,,,7,2100
USC00108500,7/24/2015,PRCP,0,,,7,2100
USC00114629,9/6/2015,PRCP,0,,,7,0500
USC00116200,7/16/2015,PRCP,0,T,,7,0500
USC00124181,1/29/2015,PRCP,0,,,7,0830
USC00137726,6/27/2015,PRCP,0,,,7,2200
USC00140693,4/24/2015,PRCP,0,,,7,0830
USC00140693,5/3/2015,PRCP,0,,,7,0830
USC00141371,1/14/2015,PRCP,0,,,7,0400
USC00160800,3/17/2015,PRCP,0,,,7,2330
USC00165021,11/12/2015,PRCP,0,,,7,2200
USC00167304,6/23/2015,PRCP,0,,,7,1300
USC00200771,9/10/2015,PRCP,0,,,7,1000
USC00202423,5/1/2015,PRCP,0,,,7,0830
USC00205892,10/26/2015,PRCP,0,,,7,1500
USC00220792,2/18/2015,PRCP,0,,,7,1900
USC00241552,12/8/2015,PRCP,0,,,7,1900
USC00242221,6/8/2015,PRCP,0,,,7,1200
USC00244180,8/11/2015,PRCP,0,,,7,1830
USC00244766,5/23/2015,PRCP,0,,,7,1900
USC00246238,11/13/2015,PRCP,0,,,7,1900
USC00248941,11/28/2015,PRCP,0,,,7,0630
USC00251065,1/22/2015,PRCP,0,,,7,0630
USC00252595,3/9/2015,PRCP,0,,,7,0830
USC00264950,7/14/2015,PRCP,0,,,7,1000
USC00265371,2/10/2015,PRCP,0,,,7,0530
USC00265818,8/8/2015,PRCP,0,,,7,2000
USC00291252,9/14/2015,PRCP,0,,,7,1730
USC00293577,9/29/2015,PRCP,0,,,7,1630
USC00294009,1/6/2015,PRCP,0,,,7,1900
USC00298085,1/14/2015,PRCP,0,T,,7,1900
USC00299851,2/11/2015,PRCP,0,,,7,1900
USC00300443,4/18/2015,PRCP,0,,,7,1500
USC00309049,7/13/2015,PRCP,0,,,7,2000
USC00326315,10/13/2015,PRCP,0,,,7,1900
USC00328840,3/23/2015,PRCP,0,,,7,0500
USC00350652,9/11/2015,PRCP,0,,,7,0630
USC00356749,10/29/2015,PRCP,0,,,7,2200
USC00358246,6/15/2015,PRCP,0,,,7,0830
USC00358246,6/25/2015,PRCP,0,,,7,0830
USC00380490,5/31/2015,PRCP,0,,,7,0830
USC00394834,3/1/2015,PRCP,0,,,7,1900
USC00395281,2/11/2015,PRCP,0,,,7,1900
USC00408445,5/8/2015,PRCP,0,,,7,2000
USC00417183,1/26/2015,PRCP,0,,,7,0830
USC00419207,7/5/2015,PRCP,0,,,7,1830
USC00423776,11/12/2015,PRCP,0,,,7,1900
USC00425654,11/17/2015,PRCP,0,,,7,1900
USC00425654,6/2/2015,PRCP,0,,,7,1900
USC00427165,3/13/2015,PRCP,0,,,7,0830
USC00437607,11/11/2015,PRCP,0,,,7,2100
USC00456096,11/20/2015,PRCP,0,,,7,1900
USC00470855,9/10/2015,PRCP,0,,,7,0830
USC00473511,4/11/2015,PRCP,0,,,7,1300
USC00476510,7/11/2015,PRCP,0,,,7,0400
USC00477226,7/24/2015,PRCP,0,T,,7,0500
USC00478987,3/6/2015,PRCP,0,,,7,0830
USC00487236,9/12/2015,PRCP,0,,,7,0630
USC00502737,12/8/2015,PRCP,0,,,7,1000
USC00506581,6/18/2015,PRCP,0,,,7,2300
USC00021353,2/10/2015,SNWD,0,,,7,1900
USC00023009,4/14/2015,SNWD,0,,,7,1500
USC00023009,9/23/2015,SNWD,0,,,7,1500
USC00031935,12/14/2015,SNWD,0,,,7,0830
USC00036380,9/13/2015,SNWD,0,,,7,0530
USC00120014,8/9/2015,SNWD,0,,,7,1500
USC00124613,6/15/2015,SNWD,0,,,7,0630
USC00220955,9/10/2015,SNWD,0,,,7,0530
USC00247967,8/5/2015,SNWD,0,,,7,1300
USC00249187,5/8/2015,SNWD,0,,,7,2100
USC00251065,8/28/2015,SNWD,0,,,7,0630
USC00252595,10/31/2015,SNWD,0,,,7,0830
USC00309072,8/3/2015,SNWD,0,,,7,0500
USC00350652,4/15/2015,SNWD,0,,,7,0630
USC00350652,11/1/2015,SNWD,0,,,7,0630
USC00394206,3/25/2015,SNWD,0,,,7,2100
USC00397742,6/3/2015,SNWD,0,,,7,2200
USC00414020,10/30/2015,SNWD,0,,,7,1000
USC00414020,11/6/2015,SNWD,0,,,7,1000
USC00415954,10/17/2015,SNWD,0,,,7,0630
USC00429383,4/21/2015,SNWD,0,,,7,1200
USC00474383,11/20/2015,SNWD,0,,,7,0830
USC00477745,9/23/2015,SNWD,0,,,7,1000
USC00482375,7/11/2015,SNWD,0,,,7,1900
USC00500237,4/30/2015,SNWD,0,T,,7,2100
USW00025329,9/11/2015,SNWD,0,,,7,2100
USC00116897,11/21/2015,TMAX,0,,,7,2100
USC00504117,1/8/2015,TMAX,0,,,7,1900
USC00154958,3/28/2015,WESD,0,,,7,1300
USC00457941,8/7/2015,WESD,0,,,7,1200
RQC00666805,8/21/2015,PRCP,0,,,7,0630
RQC00669521,12/24/2015,PRCP,0,,,7,0830
USC00010748,7/18/2015,PRCP,0,,,7,0630
USC00020288,10/13/2015,PRCP,0,,,7,1630
USC00020380,8/14/2015,PRCP,0,,,7,1100
USC00020586,1/7/2015,PRCP,0,,,7,0630
USC00027560,2/15/2015,PRCP,0,,,7,2200
USC00037970,7/16/2015,PRCP,0,,,7,0830
USC00041424,8/11/2015,PRCP,0,,,7,1500
USC00046386,10/22/2015,PRCP,0,,,7,1530
USC00048917,11/6/2015,PRCP,0,,,7,1500
USC00050214,5/21/2015,PRCP,0,,,7,1900
USC00057317,12/6/2015,PRCP,0,,,7,2000
USC00084500,1/27/2015,PRCP,0,,,7,0830
USC00087851,3/7/2015,PRCP,0,,,7,1730
USC00087851,5/7/2015,PRCP,0,,,7,1730
USC00114629,7/14/2015,PRCP,0,,,7,0500
USC00117551,9/22/2015,PRCP,0,,,7,0630
USC00124613,7/20/2015,PRCP,0,,,7,0630
USC00124613,9/17/2015,PRCP,0,,,7,0630
USC00136199,7/5/2015,PRCP,0,,,7,0630
USC00160021,2/10/2015,PRCP,0,,,7,1300
USC00201502,9/22/2015,PRCP,0,,,7,0930
USC00208774,7/5/2015,PRCP,0,,,7,1200
USC00216839,5/13/2015,PRCP,0,,,7,0630
USC00218421,4/12/2015,PRCP,0,T,,7,1900
USC00229743,8/27/2015,PRCP,0,,,7,0630
USC00229743,9/15/2015,PRCP,0,,,7,0630
USC00230657,7/19/2015,PRCP,0,,,7,1500
USC00230657,4/16/2015,PRCP,0,,,7,1500
USC00242738,10/19/2015,PRCP,0,,,7,0830
USC00244512,1/25/2015,PRCP,0,,,7,2300
USC00246238,6/21/2015,PRCP,0,,,7,1900
USC00247342,5/21/2015,PRCP,0,,,7,1630
USC00252065,11/28/2015,PRCP,0,,,7,0500
USC00258480,10/10/2015,PRCP,0,,,7,0630
USC00258480,6/28/2015,PRCP,0,,,7,0630
USC00264527,6/3/2015,PRCP,0,,,7,2000
USC00276800,1/23/2015,PRCP,0,,,7,0630
USC00291910,9/30/2015,PRCP,0,,,7,2000
USC00291910,3/23/2015,PRCP,0,,,7,2000
USC00293577,9/14/2015,PRCP,0,,,7,1630
USC00306747,9/11/2015,PRCP,0,,,7,1630
USC00328366,4/11/2015,PRCP,0,,,7,1900
USC00340260,6/19/2015,PRCP,0,,,7,0630
USC00353014,10/27/2015,PRCP,0,,,7,1000
USC00353604,5/6/2015,PRCP,0,T,,7,1900
USC00353604,10/20/2015,PRCP,0,,,7,1900
USC00353604,10/16/2015,PRCP,0,,,7,1900
USC00388922,6/2/2015,PRCP,0,,,7,0830
USC00402489,6/17/2015,PRCP,0,,,7,2000
USC00414020,7/5/2015,PRCP,0,,,7,1000
USC00416644,12/2/2015,PRCP,0,,,7,0830
USC00417677,3/31/2015,PRCP,0,,,7,0830
USC00421240,12/19/2015,PRCP,0,,,7,0830
USC00425837,2/23/2015,PRCP,0,,,7,1900
USC00427686,3/30/2015,PRCP,0,,,7,1000
USC00429111,7/2/2015,PRCP,0,,,7,0630
USC00437607,5/28/2015,PRCP,0,,,7,2100
USC00440021,1/6/2015,PRCP,0,,,7,2200
USC00471064,11/3/2015,PRCP,0,,,7,0630
USC00473511,2/19/2015,PRCP,0,,,7,1300
USC00475674,11/25/2015,PRCP,0,,,7,0630
USC00476510,7/15/2015,PRCP,0,,,7,0400
USC00487115,12/21/2015,PRCP,0,,,7,1630
USC00502645,3/30/2015,PRCP,0,,,7,2100
USC00502737,8/2/2015,PRCP,0,,,7,1000
USC00509891,4/24/2015,PRCP,0,,,7,2200
USC00515842,3/30/2015,PRCP,0,,,7,0430
USW00024151,6/10/2015,PRCP,0,,,7,1630
USC00021353,10/25/2015,SNWD,0,,,7,1900
USC00038010,10/23/2015,SNWD,0,,,7,0630
USC00038010,10/29/2015,SNWD,0,,,7,0630
USC00050372,10/13/2015,SNWD,0,,,7,0830
USC00118630,4/30/2015,SNWD,0,,,7,0630
USC00136199,4/1/2015,SNWD,0,,,7,0630
USC00141371,7/10/2015,SNWD,0,,,7,0400
USC00146076,10/2/2015,SNWD,0,,,7,0830
USC00204258,8/17/2015,SNWD,0,,,7,0830
USC00207684,6/11/2015,SNWD,0,,,7,1900
USC00220955,9/5/2015,SNWD,0,,,7,0530
USC00243098,11/5/2015,SNWD,0,,,7,2200
USC00251065,8/4/2015,SNWD,0,,,7,0630
USC00256200,4/16/2015,SNWD,0,,,7,0500
USC00268346,4/13/2015,SNWD,0,,,7,1000
USC00306747,11/11/2015,SNWD,0,,,7,1630
USC00332098,11/16/2015,SNWD,0,,,7,0830
USC00470080,4/10/2015,SNWD,0,,,7,0630
USC00470855,11/26/2015,SNWD,0,,,7,0830
USC00471062,4/24/2015,SNWD,0,,,7,0630
USC00475516,9/29/2015,SNWD,0,,,7,0630
USC00477226,8/19/2015,SNWD,0,,,7,0500
USC00478910,10/4/2015,SNWD,0,,,7,0630
USC00486852,6/19/2015,SNWD,0,,,7,0500
USC00500281,3/3/2015,SNWD,0,T,,7,2200
USC00506870,8/20/2015,SNWD,0,,,7,2100
USC00509314,7/11/2015,SNWD,0,,,7,1630
USC00246472,2/8/2015,TMIN,0,,,7,1400
USC00291910,4/27/2015,TMIN,0,,,7,2000
USC00487200,4/16/2015,TMIN,0,,,7,2000
USC00502642,9/13/2015,TMIN,0,,,7,1000
RQC00666725,6/25/2015,PRCP,0,T,,7,2200
USC00011810,9/5/2015,PRCP,0,,,7,0500
USC00013160,8/29/2015,PRCP,0,,,7,0500
USC00013818,6/20/2015,PRCP,0,,,7,0500
USC00017157,9/28/2015,PRCP,0,,,7,1900
USC00018469,5/3/2015,PRCP,0,,,7,1930
USC00020586,11/25/2015,PRCP,0,,,7,0630
USC00020586,7/13/2015,PRCP,0,,,7,0630
USC00027398,10/1/2015,PRCP,0,,,7,0830
USC00027560,8/21/2015,PRCP,0,,,7,2200
USC00029464,7/21/2015,PRCP,0,,,7,2100
USC00029634,7/28/2015,PRCP,0,,,7,1630
USC00036380,2/6/2015,PRCP,0,,,7,0530
USC00036768,12/8/2015,PRCP,0,,,7,0530
USC00046386,3/6/2015,PRCP,0,,,7,1530
USC00047248,3/8/2015,PRCP,0,,,7,2000
USC00049490,9/7/2015,PRCP,0,,,7,2000
USC00050214,1/25/2015,PRCP,0,,,7,1900
USC00055970,9/17/2015,PRCP,0,,,7,0630
USC00123418,11/14/2015,PRCP,0,,,7,1900
USC00124181,10/17/2015,PRCP,0,,,7,0830
USC00135844,8/28/2015,PRCP,0,,,7,0500
USC00137726,1/18/2015,PRCP,0,,,7,2200
USC00142329,6/3/2015,PRCP,0,,,7,0630
USC00148964,11/11/2015,PRCP,0,,,7,0500
USC00152442,2/20/2015,PRCP,0,T,,7,1200
USC00160021,11/23/2015,PRCP,0,,,7,1300
USC00196486,1/22/2015,PRCP,0,T,,7,2100
USC00200552,1/2/2015,PRCP,0,,,7,1900
USC00205097,11/30/2015,PRCP,0,,,7,1300
USC00235130,10/16/2015,PRCP,0,,,7,0630
USC00243013,12/8/2015,PRCP,0,,,7,2200
USC00243098,1/7/2015,PRCP,0,,,7,2200
USC00244512,7/9/2015,PRCP,0,,,7,2300
USC00244766,9/20/2015,PRCP,0,,,7,1900
USC00248390,10/3/2015,PRCP,0,,,7,1400
USC00256200,6/27/2015,PRCP,0,,,7,0500
USC00258480,1/13/2015,PRCP,0,,,7,0630
USC00265371,12/4/2015,PRCP,0,,,7,0530
USC00265371,7/26/2015,PRCP,0,,,7,0530
USC00265818,4/10/2015,PRCP,0,,,7,2000
USC00291910,1/24/2015,PRCP,0,,,7,2000
USC00298088,8/19/2015,PRCP,0,,,7,0630
USC00325660,8/16/2015,PRCP,0,,,7,0630
USC00350652,3/8/2015,PRCP,0,,,7,0630
USC00350652,7/19/2015,PRCP,0,,,7,0630
USC00358246,6/24/2015,PRCP,0,,,7,0830
USC00361354,12/16/2015,PRCP,0,,,7,2100
USC00395281,3/25/2015,PRCP,0,,,7,1900
USC00396712,9/2/2015,PRCP,0,,,7,1900
USC00410202,12/23/2015,PRCP,0,,,7,0630
USC00413979,5/2/2015,PRCP,0,,,7,0630
USC00414020,12/12/2015,PRCP,0,,,7,1000
USC00419207,6/7/2015,PRCP,0,,,7,1830
USC00426708,8/27/2015,PRCP,0,,,7,1900
USC00429111,6/23/2015,PRCP,0,,,7,0630
USC00456096,4/18/2015,PRCP,0,,,7,1900
USC00477092,3/26/2015,PRCP,0,T,,7,0830
USC00477745,11/27/2015,PRCP,0,,,7,1000
USC00483855,11/6/2015,PRCP,0,,,7,1630
USC00487200,1/19/2015,PRCP,0,,,7,2000
USC00489580,3/20/2015,PRCP,0,,,7,1830
USC00500281,7/14/2015,PRCP,0,T,,7,2200
USC00504117,2/7/2015,PRCP,0,T,,7,1900
USC00506870,5/15/2015,PRCP,0,,,7,2100
USC00508731,2/1/2015,PRCP,0,,,7,1000
USC00515260,2/2/2015,PRCP,0,,,7,0630
USW00024151,9/8/2015,PRCP,0,,,7,1630
USW00025329,5/14/2015,PRCP,0,,,7,2100
USC00051713,10/16/2015,SNWD,0,,,7,0830
USC00052632,10/18/2015,SNWD,0,,,7,2000
USC00058204,8/9/2015,SNWD,0,,,7,0830
USC00135844,9/9/2015,SNWD,0,,,7,0500
USC00205533,9/18/2015,SNWD,0,,,7,0830
USC00221962,9/11/2015,SNWD,0,,,7,0500
USC00243098,12/10/2015,SNWD,0,,,7,2200
USC00247967,7/15/2015,SNWD,0,,,7,1300
USC00251065,9/3/2015,SNWD,0,,,7,0630
USC00256200,11/9/2015,SNWD,0,,,7,0500
USC00332098,11/13/2015,SNWD,0,,,7,0830
USC00422726,5/12/2015,SNWD,0,,,7,0830
USC00474108,4/24/2015,SNWD,0,,,7,0630
USC00475516,6/8/2015,SNWD,0,,,7,0630
USC00477581,12/8/2015,SNWD,0,,,7,0630
USC00485525,12/10/2015,SNWD,0,,,7,1830
USC00487200,2/7/2015,SNWD,0,,,7,2000
USC00500281,12/2/2015,SNWD,0,T,,7,2200
USC00506870,4/6/2015,SNWD,0,,,7,2100
USC00205097,1/19/2015,TMAX,0,,,7,1300
USC00123418,4/1/2015,TMIN,0,,,7,1900
USC00232591,3/24/2015,TMIN,0,,,7,1630
USC00247342,5/7/2015,TMIN,0,,,7,1630
USC00264950,5/8/2015,TMIN,0,,,7,1000
USC00504107,1/9/2015,TOBS,0,,,7,2300
RQC00666725,4/26/2015,PRCP,0,,,7,2200
USC00011810,6/30/2015,PRCP,0,,,7,0500
USC00012124,11/15/2015,PRCP,0,,,7,1900
USC00013160,11/4/2015,PRCP,0,,,7,0500
USC00020586,3/29/2015,PRCP,0,,,7,0630
USC00021330,1/19/2015,PRCP,0,,,7,2200
USC00027625,12/2/2015,PRCP,0,,,7,1000
USC00036380,9/22/2015,PRCP,0,,,7,0530
USC00044394,11/10/2015,PRCP,0,,,7,0830
USC00046635,4/4/2015,PRCP,0,,,7,1530
USC00050756,10/26/2015,PRCP,0,,,7,0630
USC00051681,4/11/2015,PRCP,0,,,7,2200
USC00053553,6/15/2015,PRCP,0,,,7,1630
USC00087025,7/22/2015,PRCP,0,,,7,1400